Timestamp,Price,stock_volume,amount_volume
1999/1/29,1134.673,5151585,3321840940
1999/2/1,1120.531,5084152,3096065940
1999/2/2,1126.404,3989973,2610269840
1999/2/3,1116.865,3714841,2575631880
1999/2/4,1103.497,3891062,2453829840
1999/2/5,1081.442,4085180,2555822970
1999/2/8,1065.816,3523808,2185594060
1999/2/9,1090.087,3275662,2031401880
1999/3/1,1097.975,2885407,1796582030
1999/3/2,1100.919,4040064,2444995000
1999/3/3,1128.736,5590344,3538944060
1999/3/4,1128.954,4951400,3410395940
1999/3/5,1132.357,5201943,3442091880
1999/3/8,1142.107,5631702,3636287810
1999/3/9,1136.941,5900199,4419901880
1999/3/10,1132.736,5326390,3495426880
1999/3/11,1149.925,6941610,4550274060
1999/3/12,1158.702,7064437,4893236250
1999/3/15,1164.639,7295911,5396706880
1999/3/16,1166.93,6598637,4577750000
1999/3/17,1159.096,7548775,5443103750
1999/3/18,1151.991,5927449,4137865000
1999/3/19,1172.933,7165931,6010590000
1999/3/22,1172.743,7695285,5915768750
1999/3/23,1170.949,8784440,4437567810
1999/3/24,1169.034,6132947,4169523750
1999/3/25,1156.854,5133762,3975601880
1999/3/26,1161.12,5151964,3805038130
1999/3/29,1169.489,5518242,4221751880
1999/3/30,1157.507,5147192,3724912810
1999/3/31,1158.054,4842390,3735395000
1999/4/1,1168.504,6202124,5197968750
1999/4/2,1184.402,7665532,6139240000
1999/4/5,1194.469,8071769,6521484380
1999/4/6,1199.6,6709362,5269836880
1999/4/7,1201.634,8141675,6089572500
1999/4/8,1202.469,8176106,5904938750
1999/4/9,1205.139,9809011,7360292500
1999/4/12,1195.337,10202961,7412248750
1999/4/13,1178.192,7348214,5286490000
1999/4/14,1181.517,5325704,4043942810
1999/4/15,1170.616,7370370,5020233130
1999/4/16,1166.237,7241138,5027276560
1999/4/19,1159.473,7671990,4876180000
1999/4/20,1171.603,10691399,5005662190
1999/4/21,1144.065,9520690,5125140940
1999/4/22,1137.162,9089428,5277568750
1999/4/23,1139.997,6756822,4005901880
1999/4/26,1112.791,6041763,3547540000
1999/4/27,1091.695,5624835,3268931880
1999/4/28,1091.089,4732066,3309515000
1999/4/29,1116.405,5046362,3393557810
1999/4/30,1120.927,4196097,2783926880
1999/5/4,1111.757,4088966,2561051880
1999/5/5,1116.932,4374633,2428437970
1999/5/6,1128.224,6390982,3149580940
1999/5/7,1120.738,5833327,3128228130
1999/5/10,1071.927,6881933,3868261880
1999/5/11,1095.402,4348191,2514959840
1999/5/12,1099.996,3961647,2500366090
1999/5/13,1088.863,3660732,2194824840
1999/5/14,1063.277,4859056,2889335000
1999/5/17,1065.557,3753625,2277462970
1999/5/18,1059.874,4004592,2162827970
1999/5/19,1109.089,5987952,4244805000
1999/5/20,1147.707,10670592,7457758130
1999/5/21,1168.72,15705957,10249415630
1999/5/24,1213.654,20741160,14517197500
1999/5/25,1202.885,28737594,17284036250
1999/5/26,1236.046,16205778,12466585000
1999/5/27,1283.02,22576348,18455033750
1999/5/28,1277.15,31968358,17795401250
1999/5/31,1279.326,23473262,17658873750
1999/6/1,1311.594,17229448,14133227500
1999/6/2,1287.931,22232502,18083352500
1999/6/3,1268.324,16661480,13155302500
1999/6/4,1285.579,13684804,11814796250
1999/6/7,1326.518,15662290,13517648750
1999/6/8,1333.644,16198350,14102948750
1999/6/9,1348.606,15632292,13237376250
1999/6/10,1364.345,24877430,19029715000
1999/6/11,1370.39,18841190,14583482500
1999/6/14,1427.707,25261662,18449135000
1999/6/15,1387.592,37484680,28324205000
1999/6/16,1460.168,25207224,21029757500
1999/6/17,1501.007,36486140,29425500000
1999/6/18,1498.915,36117504,28219380000
1999/6/21,1546.408,30698750,24846377500
1999/6/22,1564.444,31708660,23866725000
1999/6/23,1606.5,30268818,27056020000
1999/6/24,1654.11,37620468,33116402500
1999/6/25,1593.859,57813296,44490205000
1999/6/28,1693.16,41388044,31964195000
1999/6/29,1739.205,40105956,34287092500
1999/6/30,1689.428,48857932,38079942500
1999/7/1,1560.787,31256924,26844102500
1999/7/2,1613.533,34384460,25196810000
1999/7/5,1581.819,24206162,19177637500
1999/7/6,1517.253,17967018,13529407500
1999/7/7,1568.652,15710583,13038783750
1999/7/8,1577.987,14397748,13534553750
1999/7/9,1584.75,13422935,12905582500
1999/7/12,1559.732,14080123,12909198750
1999/7/13,1524.821,12409413,9683652500
1999/7/14,1559.52,11205836,9938033130
1999/7/15,1549.336,15971185,10341508130
1999/7/16,1519.741,14933603,10007526250
1999/7/19,1479.076,12353108,9035243130
1999/7/20,1574.603,17308460,12554145000
1999/7/21,1609.811,27920070,22773887500
1999/7/22,1550.73,17820736,14771060000
1999/7/23,1585.98,13293484,11728377500
1999/7/26,1602.031,12451229,10853622500
1999/7/27,1590.713,11616827,10119388750
1999/7/28,1597.199,10700562,9942726250
1999/7/29,1595.86,8743008,8343138750
1999/7/30,1601.459,14561656,9152122500
1999/8/2,1616.276,11658733,10524707500
1999/8/3,1626.841,12627973,10706505000
1999/8/4,1649.128,15286508,13107403750
1999/8/5,1653.537,14621661,13429341250
1999/8/6,1646.593,19330938,16274371250
1999/8/9,1628.836,13479724,12042475000
1999/8/10,1602.147,12439927,10060612500
1999/8/11,1583.401,9450115,7628823130
1999/8/12,1575.642,7433422,6072413750
1999/8/13,1571.901,6676834,5303876250
1999/8/16,1560.068,7269847,5594671250
1999/8/17,1576.405,8980643,7506568750
1999/8/18,1581.929,6820450,5822306880
1999/8/19,1637.743,15467971,13525543750
1999/8/20,1628.934,11817039,11063257500
1999/8/23,1644.999,10643615,10392370000
1999/8/24,1648.469,10960983,11037606250
1999/8/25,1625.765,9267888,8742103750
1999/8/26,1638.233,8239467,7414836250
1999/8/27,1633.9,8223116,7643605630
1999/8/30,1619.039,8956626,8035936880
1999/8/31,1627.116,7354986,6264333750
1999/9/1,1599.552,6859139,6020398130
1999/9/2,1611.958,8131522,6637024380
1999/9/3,1587.887,6856601,5628186880
1999/9/6,1560.678,5538676,4294626880
1999/9/7,1562.794,4670621,4175724060
1999/9/8,1571.598,4179842,3897982810
1999/9/9,1675.122,19742420,16094581250
1999/9/10,1659.929,19568526,19363256250
1999/9/13,1670.143,10893222,11276781250
1999/9/14,1672.892,9552708,10367408750
1999/9/15,1662.803,10498492,9434136250
1999/9/16,1645.511,7316895,7564463130
1999/9/17,1648.558,7076285,6745161250
1999/9/20,1633.835,5313335,5106391880
1999/9/21,1625.588,4720314,4250864690
1999/9/22,1617.057,3964186,3827674060
1999/9/23,1604.203,5485423,4583101880
1999/9/24,1619.326,4482136,4096265940
1999/9/27,1602.158,4092406,4329041880
1999/9/28,1591.432,4097813,3894049060
1999/9/29,1584.954,4749405,3992964060
1999/9/30,1570.702,4555072,4221161880
1999/10/8,1534.515,3312755,2626835940
1999/10/11,1522.48,3335240,2795087810
1999/10/12,1537.796,2338472,2223011090
1999/10/13,1507.422,3626323,2575441880
1999/10/14,1508.726,4033428,2914682190
1999/10/15,1543.798,5670809,4547041560
1999/10/18,1501.665,5602542,4076143130
1999/10/19,1470.9,4861655,3518621880
1999/10/20,1485.827,4311739,3140631880
1999/10/21,1458.53,4772687,3722051880
1999/10/22,1497.462,7843548,5735193130
1999/10/25,1468.266,5167719,3466849060
1999/10/26,1482.667,7555506,4267722810
1999/10/27,1536.821,16146892,8538650000
1999/10/28,1514.525,13281651,7062157500
1999/10/29,1504.563,8505934,5345115000
1999/11/1,1493.096,6191494,3918723130
1999/11/2,1487.469,4450313,3305087810
1999/11/3,1475.684,4845658,3254257810
1999/11/4,1464.828,5906955,3622373130
1999/11/5,1465.232,5600025,3409865000
1999/11/8,1471.375,4787861,2846963750
1999/11/9,1464.03,4406000,2771865940
1999/11/10,1450.152,6791218,8193187500
1999/11/11,1443.905,4677452,3636440000
1999/11/12,1450.327,3408139,2791027810
1999/11/15,1451.536,8089110,3779303750
1999/11/16,1431.319,8318061,5363911250
1999/11/17,1462.79,6525973,4210255000
1999/11/18,1482.452,10147597,7376700630
1999/11/19,1468.472,5705497,4402418130
1999/11/22,1464.588,6153753,3927765940
1999/11/23,1466.434,4185414,3094351880
1999/11/24,1454.578,4207111,2787514690
1999/11/25,1444.241,4122010,2812109060
1999/11/26,1444.513,7100498,3370556880
1999/11/29,1435.468,5246221,3210609690
1999/11/30,1434.973,4908134,2933553750
1999/12/1,1447.116,4974970,3281840940
1999/12/2,1435.837,5335604,3668370940
1999/12/3,1437.233,4547140,3351249690
1999/12/6,1426.995,5103726,3474914060
1999/12/7,1428.261,4662381,3240297810
1999/12/8,1424.848,4696821,3527056880
1999/12/9,1416.726,4592002,3166670940
1999/12/10,1428.939,4783451,3769849060
1999/12/13,1417.107,5042219,4033531880
1999/12/14,1422.263,4551198,3354740000
1999/12/15,1451.057,10922717,7497986880
1999/12/16,1434.867,6062448,4518402810
1999/12/17,1419.551,5122982,4062414060
1999/12/21,1395.497,5660583,3512110000
1999/12/22,1387.51,4936026,3674483750
1999/12/23,1369.461,5112644,3585627810
1999/12/24,1355.367,4292049,3020423750
1999/12/27,1345.352,5120891,3515956880
1999/12/28,1348.821,4895714,3241320940
1999/12/29,1356.926,5053567,3514495940
1999/12/30,1366.58,4013967,2591440780
2000/1/4,1406.371,9032824,5801141880
2000/1/5,1409.682,10579392,8652695630
2000/1/6,1463.942,13480517,10238071250
2000/1/7,1516.604,34869396,22073510000
2000/1/10,1545.112,31253046,20928767500
2000/1/11,1479.781,21924568,17011217500
2000/1/12,1438.02,15221934,13359888750
2000/1/13,1424.442,8611943,7797346880
2000/1/14,1408.848,7447013,6558865000
2000/1/17,1433.33,7647977,6608525630
2000/1/18,1426.623,7767131,7318323130
2000/1/19,1440.724,8004793,6845387500
2000/1/20,1466.863,10070803,9274223130
2000/1/21,1465.085,15050772,14361620000
2000/1/24,1477.344,16241508,15353916250
2000/1/25,1476.506,13635983,13492316250
2000/1/26,1481.117,10384438,9989914380
2000/1/27,1506.767,18979974,16943315000
2000/1/28,1534.997,29388162,22547307500
2000/2/14,1673.943,43569132,26578355000
2000/2/15,1670.67,52543428,38931622500
2000/2/16,1693.109,37435548,36009220000
2000/2/17,1640.649,51439068,49913115000
2000/2/18,1668.091,26785354,26991470000
2000/2/21,1677.136,31011206,33845250000
2000/2/22,1632.294,24251776,27083577500
2000/2/23,1594.93,19185730,19418631250
2000/2/24,1634.309,13932876,15272157500
2000/2/25,1631.576,17058054,19152678750
2000/2/28,1704.855,26127946,25836020000
2000/2/29,1714.578,28678748,33285875000
2000/3/1,1697.744,22487674,24727392500
2000/3/2,1713.014,19593496,21288410000
2000/3/3,1738.021,24815498,26829592500
2000/3/6,1681.085,26504710,27772900000
2000/3/7,1694.798,17685018,17261327500
2000/3/8,1726.033,19745944,18284421250
2000/3/9,1732.346,17877382,19294057500
2000/3/10,1705.049,15872365,17001648750
2000/3/13,1728.875,19826626,14365002500
2000/3/14,1685.347,22870444,19944427500
2000/3/15,1681.471,16782164,16438418750
2000/3/16,1607.527,19791590,14847116250
2000/3/17,1658.601,15336724,14612991250
2000/3/20,1699.248,18173800,17930965000
2000/3/21,1710.324,16351103,17994161250
2000/3/22,1720.446,14658422,17276591250
2000/3/23,1747.241,16743141,17916818750
2000/3/24,1730.499,22036720,23298670000
2000/3/27,1775.914,19927312,20743190000
2000/3/28,1791.441,24484368,23132820000
2000/3/29,1788.807,23026682,20256068750
2000/3/30,1810.984,29305432,20108008750
2000/3/31,1800.225,23340364,19751003750
2000/4/3,1801.003,18861114,18757948750
2000/4/4,1760.692,17128272,15716263750
2000/4/5,1771.199,13603240,12816257500
2000/4/6,1809.141,15007034,14992096250
2000/4/7,1819.896,16081263,16103048750
2000/4/10,1826.061,16809154,16612291250
2000/4/11,1821.174,14245477,14739642500
2000/4/12,1807.328,13643034,13172513750
2000/4/13,1831.548,16549059,15357807500
2000/4/14,1833.665,17905474,17220578750
2000/4/17,1795.058,19821740,18754088750
2000/4/18,1813.495,13204735,12987600000
2000/4/19,1828.71,12766161,13630410000
2000/4/20,1847.071,16533108,17018731250
2000/4/21,1841.064,16244630,17533900000
2000/4/24,1837.398,16427791,16139935000
2000/4/25,1833.469,10771405,11333897500
2000/4/26,1832.779,10163838,10827206250
2000/4/27,1806.83,12332934,12600127500
2000/4/28,1836.321,10971313,11703455000
2000/5/8,1836.637,8958631,9643899380
2000/5/9,1806.638,9117621,9697479380
2000/5/10,1752.689,9431059,8811663130
2000/5/11,1724.048,8437170,8387408750
2000/5/12,1720.608,7404179,7345571880
2000/5/15,1704.587,7094654,6869030630
2000/5/16,1724.538,5335453,5462313130
2000/5/17,1725.398,5257679,5511975630
2000/5/18,1758.537,8354142,8149676880
2000/5/19,1777.828,9553988,10386751250
2000/5/22,1824.736,14655311,15620500000
2000/5/23,1832.075,12469572,12811057500
2000/5/24,1855.493,15860859,16660807500
2000/5/25,1880.704,16809106,18651852500
2000/5/26,1879.617,20602522,19005423750
2000/5/29,1898.748,18029154,19215767500
2000/5/30,1877.471,16518999,17225868750
2000/5/31,1894.554,15760230,16569980000
2000/6/1,1903.488,14654595,15643985000
2000/6/2,1916.25,17840350,17800631250
2000/6/5,1899.092,29216146,22618255000
2000/6/6,1925.544,17120126,16628333750
2000/6/7,1935.031,15573925,16138943750
2000/6/8,1925.206,17086620,15829291250
2000/6/9,1900.787,15185524,14747110000
2000/6/12,1912.557,12039594,12715536250
2000/6/13,1938.674,14427663,14193640000
2000/6/14,1932.29,16150828,16248500000
2000/6/15,1942.285,14116758,14416820000
2000/6/16,1926.944,14706052,15025915000
2000/6/19,1915.205,11880869,12280903750
2000/6/20,1895.348,10135495,9985219380
2000/6/21,1913.131,8348911,8945308750
2000/6/22,1913.901,9054294,9815940630
2000/6/23,1939.627,11993923,13032201250
2000/6/26,1948.639,14062048,14374112500
2000/6/27,1942.898,11980052,11838917500
2000/6/28,1947.481,11239540,12303475000
2000/6/29,1937.261,11919841,12522757500
2000/6/30,1928.106,12467584,12924863750
2000/7/3,1895.637,15772238,12643818750
2000/7/4,1907.931,14404756,9438381880
2000/7/5,1909.187,13028429,8821195630
2000/7/6,1902.552,9802903,9143208750
2000/7/7,1932.792,11650363,11055886250
2000/7/10,1948.021,14524627,14360280000
2000/7/11,1960.541,14438388,14692242500
2000/7/12,1973.374,13919526,15147832500
2000/7/13,1979.201,18160108,19719280000
2000/7/14,1987.192,16215709,16739455000
2000/7/17,1982.479,15845496,15937373750
2000/7/18,1993.986,17563236,12103265000
2000/7/19,1998.426,29138588,14962476250
2000/7/20,1991.56,17370836,13944018750
2000/7/21,1996.336,11732602,11203135000
2000/7/24,1989.239,11897274,11698420000
2000/7/25,1996.577,11272790,11347507500
2000/7/26,2012.319,15163567,12324952500
2000/7/27,2012.35,17398156,15298522500
2000/7/28,2012.793,14896658,13794091250
2000/7/31,2023.539,17173844,15897711250
2000/8/1,2028.151,21187984,12749637500
2000/8/2,2030.683,23905316,12945081250
2000/8/3,2036.301,18321318,14065342500
2000/8/4,2026.361,19597136,15521478750
2000/8/7,2039.419,13716475,13566323750
2000/8/8,2049.916,13738001,13860685000
2000/8/9,2061.18,16350866,16297691250
2000/8/10,2065.943,17379430,18483252500
2000/8/11,2062.666,15313964,15937086250
2000/8/14,2076.3,15170757,14327613750
2000/8/15,2076.823,13479279,13165632500
2000/8/16,2083.467,15420303,14042773750
2000/8/17,2091.586,13925760,14119773750
2000/8/18,2090.183,12564344,13224835000
2000/8/21,2108.69,15859304,16773112500
2000/8/22,2074.703,16052733,16088882500
2000/8/23,2057.919,26378898,23937117500
2000/8/24,2071.161,17246856,17520897500
2000/8/25,2086.703,12290483,13769837500
2000/8/28,2100.585,13832498,14829901250
2000/8/29,2105.476,14521684,13895733750
2000/8/30,2076.143,13380507,14229566250
2000/8/31,2021.199,16110624,14624561250
2000/9/1,1999.859,12795555,12399443750
2000/9/4,2010.602,9840289,9851581250
2000/9/5,1963.792,9851131,9262016250
2000/9/6,1925.907,11017267,9345979380
2000/9/7,1950.663,8466657,7901185630
2000/9/8,1959.312,7223218,7371941880
2000/9/11,1972.043,7355435,7516738750
2000/9/12,1979.095,6688864,7086691880
2000/9/13,1988.936,8889416,8087867500
2000/9/14,1979.505,6467591,6688828750
2000/9/15,1978.434,6331164,6354914380
2000/9/18,1946.753,6892538,6592223130
2000/9/19,1903.154,9195399,8235510630
2000/9/20,1922.289,7043396,6771358750
2000/9/21,1907.306,6394554,6612151880
2000/9/22,1891.984,6683124,6664313750
2000/9/25,1875.911,4759702,4795766560
2000/9/26,1887.829,4358292,4738101250
2000/9/27,1914.086,4327159,4403170630
2000/9/28,1889.289,5049919,5266124380
2000/9/29,1910.161,4682326,5269501880
2000/10/9,1915.35,5166776,5833385630
2000/10/10,1942.149,6677506,7182732500
2000/10/11,1933.726,7252889,7847945000
2000/10/12,1926.324,7226056,7821239380
2000/10/13,1918.157,6642719,7491518750
2000/10/16,1902.809,6085036,6261005630
2000/10/17,1909.49,4174936,4769536880
2000/10/18,1922.845,5755033,7864478130
2000/10/19,1913.42,5965058,6140575000
2000/10/20,1947.455,9387661,10031147500
2000/10/23,1958.938,8577974,9817738750
2000/10/24,1956.344,6357283,7483007500
2000/10/25,1977.254,11506545,11748255000
2000/10/26,1967.673,10652764,9040402500
2000/10/27,1967.405,9037111,8183728130
2000/10/30,1973.578,9939449,9660755630
2000/10/31,1961.287,9090422,8227959380
2000/11/1,1977.363,8501940,8529215630
2000/11/2,1984.26,8933851,9136830000
2000/11/3,1981.631,9320818,7778710000
2000/11/6,1991.173,9996819,9323250630
2000/11/7,1997.077,7898747,7594596880
2000/11/8,2012.908,9254272,8958640000
2000/11/9,2032.482,14051628,13677701250
2000/11/10,2047.458,13965900,16278218750
2000/11/13,2070.788,14408777,15914337500
2000/11/14,2085.118,12448777,14683290000
2000/11/15,2081.905,13334267,14746307500
2000/11/16,2095.984,12821820,14423035000
2000/11/17,2093.235,11801326,13403346250
2000/11/20,2101.389,13102959,13832418750
2000/11/21,2097.982,12479718,12454691250
2000/11/22,2113.303,12146707,12501190000
2000/11/23,2119.439,12492077,14551248750
2000/11/24,2053.37,16497562,17176943750
2000/11/27,2049.671,10587826,11788421250
2000/11/28,2079.396,8588966,9509442500
2000/11/29,2067.495,9943629,11117321250
2000/11/30,2070.613,8465550,8872508130
2000/12/1,2081.843,12285286,9405847500
2000/12/4,2092.139,14228850,10347586250
2000/12/5,2091.67,13895864,9776104380
2000/12/6,2075.627,11383325,11312073750
2000/12/7,2075.044,9687361,10537900000
2000/12/8,2073.163,11583235,10927191250
2000/12/11,2046.076,11986534,9804583750
2000/12/12,2059.053,10991828,9739956880
2000/12/13,2056.12,9385102,8980598750
2000/12/14,2051.079,14192813,7967483750
2000/12/15,2039.364,13205907,8960870000
2000/12/18,2044.545,11262588,9722610630
2000/12/19,2049.032,11368183,11497227500
2000/12/20,2071.268,11920718,11602758750
2000/12/21,2076.886,12498349,12858221250
2000/12/22,2069.768,12032660,13112525000
2000/12/25,2068.174,12061012,12387263750
2000/12/26,2076.266,10428055,11202717500
2000/12/27,2058.244,11761632,12187668750
2000/12/28,2053.704,13842400,12094517500
2000/12/29,2073.477,13658680,11484676250
2001/1/2,2103.469,18650746,14599877500
2001/1/3,2123.899,17157672,18199506250
2001/1/4,2117.405,13423540,14704512500
2001/1/5,2125.3,13288175,15279360000
2001/1/8,2102.064,14787085,16322580000
2001/1/9,2101.135,11649338,11961120000
2001/1/10,2125.615,12916883,13466762500
2001/1/11,2119.141,14072209,15104985000
2001/1/12,2104.747,10660882,11404471250
2001/1/15,2032.443,14998588,14112385000
2001/1/16,2045.887,11583722,10803420000
2001/1/17,2034.584,7324134,6883815630
2001/1/18,2043.11,10341571,8913571880
2001/1/19,2065.606,11831264,9318026880
2001/2/5,2008.032,8974243,7827931880
2001/2/6,1995.315,9528427,8394835630
2001/2/7,1979.939,5882229,5378365630
2001/2/8,1930.138,8885737,7956579380
2001/2/9,1956.97,11237019,8405287500
2001/2/12,1961.221,7203075,6802570000
2001/2/13,1963.528,5403514,5318757500
2001/2/14,1963.2,4382153,4323174690
2001/2/15,1946.479,4506756,4397333750
2001/2/16,1941.964,6750210,6347095000
2001/2/19,1967.55,5846083,5439100000
2001/2/20,1953.218,6435934,6580741880
2001/2/21,1909.326,7617817,7654377500
2001/2/22,1907.26,5054734,5336661880
2001/2/23,1936.346,6209740,5815828130
2001/2/26,1954.693,7624348,7163293750
2001/2/27,1962.042,7398594,6875915630
2001/2/28,1959.18,6141354,6860471880
2001/3/1,1965.121,11667369,8403775630
2001/3/2,1985.111,15163578,9045783130
2001/3/5,1984.2,10719359,7948026880
2001/3/6,1990.06,20872240,14487168750
2001/3/7,1991.177,13890054,10693875000
2001/3/8,2000.9,11474609,9397703750
2001/3/9,2011.66,15653669,13225850000
2001/3/12,2012.552,12319635,10871811250
2001/3/13,1998.699,13787212,10923838750
2001/3/14,2018.616,10675446,9352683130
2001/3/15,2022.601,13727997,11939290000
2001/3/16,2020.236,12309716,10720437500
2001/3/19,2036.617,13918484,12101587500
2001/3/20,2045.793,12438004,11823416250
2001/3/21,2066.39,19606416,14004242500
2001/3/22,2087.532,23619556,18593021250
2001/3/23,2053.539,24221622,19344248750
2001/3/26,2089.881,21154246,15400872500
2001/3/27,2107.258,17883714,16466797500
2001/3/28,2106.874,15672518,15624801250
2001/3/29,2101.658,15510812,15692846250
2001/3/30,2112.775,24367148,15426431250
2001/4/2,2125.084,23700180,16927650000
2001/4/3,2123.052,20573912,14183303750
2001/4/4,2090.719,20793022,15919112500
2001/4/5,2112.6,23045766,13168250000
2001/4/6,2108.606,37397508,13971971250
2001/4/9,2117.367,25864174,13579796250
2001/4/10,2128.479,20749508,12146328750
2001/4/11,2131.397,15311063,12168116250
2001/4/12,2134.798,18643070,16740408750
2001/4/13,2145.4,18643834,14640448750
2001/4/16,2168.059,31419584,21432345000
2001/4/17,2176.679,28552578,22125990000
2001/4/18,2172.564,22127852,19396298750
2001/4/19,2172.87,24544314,20928058750
2001/4/20,2152.335,22812702,22646885000
2001/4/23,2150.426,21827884,19522696250
2001/4/24,2166.174,13515372,14573171250
2001/4/25,2119.18,18194856,18198271250
2001/4/26,2105.056,13285484,13835975000
2001/4/27,2115.109,13625350,11594616250
2001/4/30,2119.184,10911782,10858996250
2001/5/8,2137.994,8480368,8907720630
2001/5/9,2132.89,9719034,10656880000
2001/5/10,2147.283,9850559,11340920000
2001/5/11,2155.405,13806464,11580806250
2001/5/14,2178.466,25253200,17731585000
2001/5/15,2191.064,24656102,18665826250
2001/5/16,2199.505,18947892,18363618750
2001/5/17,2194.647,27912472,18717248750
2001/5/18,2203.372,32001434,20012222500
2001/5/21,2213.595,33653540,21671125000
2001/5/22,2210.337,15254451,15241006250
2001/5/23,2197.595,20262686,18279593750
2001/5/24,2198.297,14328948,15911448750
2001/5/25,2193.576,13580861,14234993750
2001/5/28,2179.699,14947151,15746170000
2001/5/29,2180.276,12065510,13454567500
2001/5/30,2211.201,19024930,15352907500
2001/5/31,2214.257,18573080,17550012500
2001/6/1,2219.591,17805808,18117668750
2001/6/4,2226.779,25639842,19769075000
2001/6/5,2234.987,24038726,18306242500
2001/6/6,2238.501,16878380,17704816250
2001/6/7,2229.812,15404849,15027752500
2001/6/8,2223.068,15120425,14879943750
2001/6/11,2214.623,15323698,14245826250
2001/6/12,2222.959,13822778,14913968750
2001/6/13,2242.423,13948556,16182048750
2001/6/14,2202.398,17901196,18603638750
2001/6/15,2210.97,14649235,16089480000
2001/6/18,2167.647,17262698,16784742500
2001/6/19,2170.454,9162338,10590191250
2001/6/20,2163.123,8067520,8901811880
2001/6/21,2189.145,10926355,8684445630
2001/6/22,2206.067,12275331,11020003750
2001/6/25,2230.197,14715507,14893072500
2001/6/26,2233.591,16016553,16700823750
2001/6/27,2229.828,12349234,13473717500
2001/6/28,2219.25,13362484,13559903750
2001/6/29,2218.029,17230252,10937972500
2001/7/2,2205.985,12083407,10422650630
2001/7/3,2211.83,20364184,9918120630
2001/7/4,2202.058,14379276,8264960000
2001/7/5,2181.663,12834708,9772015630
2001/7/6,2170.521,10699916,9200348130
2001/7/9,2169.655,8908828,7809558130
2001/7/10,2189.785,7291747,7765128750
2001/7/11,2168.74,7251158,7264992500
2001/7/12,2165.491,7460675,7155175630
2001/7/13,2161.34,8061426,7786050000
2001/7/16,2146.236,11125688,11168681250
2001/7/17,2140.981,9228229,8814295630
2001/7/18,2146.541,5200871,5801370000
2001/7/19,2150.265,8538162,7250356250
2001/7/20,2179.624,12949597,12152170000
2001/7/23,2169.007,9736242,10748552500
2001/7/24,2136.454,11095459,10686342500
2001/7/25,2112.256,9075121,8783530630
2001/7/26,2094.009,9157128,8079202500
2001/7/27,2065.728,10545587,8442653130
2001/7/30,1956.823,12318097,10265158130
2001/7/31,1920.318,11772308,9298430000
2001/8/1,1986.928,11570927,9527091250
2001/8/2,1957.023,11394469,8476730630
2001/8/3,1958.692,7348473,5793821880
2001/8/6,1882.126,12326410,8622763750
2001/8/7,1903.932,11860230,8960547500
2001/8/8,1895.169,13127597,8252443750
2001/8/9,1924.59,10716535,8083123750
2001/8/10,1955.036,14705140,11342895000
2001/8/13,1955.1,9948979,8010707500
2001/8/14,1939.542,8851098,7204286880
2001/8/15,1947.359,5434347,5166753750
2001/8/16,1919.645,6582618,5657195000
2001/8/17,1924.003,7105466,5365300000
2001/8/20,1934.489,8064581,6612362500
2001/8/21,1938.871,8402581,6225617500
2001/8/22,1903.446,9922789,7917710630
2001/8/23,1902.99,7772230,7329076250
2001/8/24,1886.8,7783670,6963283750
2001/8/27,1827.25,9766366,8901882500
2001/8/28,1843.385,9173735,7567236880
2001/8/29,1847.536,8495224,6815100630
2001/8/30,1839.631,6463776,4541886880
2001/8/31,1834.138,8065334,4298549690
2001/9/3,1817.19,6931195,4986549690
2001/9/4,1862.36,9963105,7722013130
2001/9/5,1868.27,10618446,7934048130
2001/9/6,1861.561,9983542,6001718750
2001/9/7,1808.844,14013289,7703863750
2001/9/10,1856.529,11727593,8272405630
2001/9/11,1863.78,10143178,7189955000
2001/9/12,1852.604,15107825,10528831250
2001/9/13,1839.909,7657115,5211250000
2001/9/14,1818.382,8465186,5979811880
2001/9/17,1784.608,8260906,6032725630
2001/9/18,1798.622,6175074,4747270940
2001/9/19,1822.695,7292669,5217143750
2001/9/20,1818.419,8715197,6270838750
2001/9/21,1807.019,13707383,5144999690
2001/9/24,1794.961,7794230,3866252810
2001/9/25,1793.884,7074227,3879626880
2001/9/26,1767.814,6762135,3720374060
2001/9/27,1764.932,6167968,4099639060
2001/9/28,1764.867,5863855,4354290000
2001/10/8,1726.533,4720978,3301400940
2001/10/9,1744.64,5640031,3487762810
2001/10/10,1686.612,6850454,5008204690
2001/10/11,1638.326,8462168,5378806880
2001/10/12,1691.326,12870193,8772683750
2001/10/15,1687.28,6689659,5383448130
2001/10/16,1655.902,5668653,4020742810
2001/10/17,1643.066,5848359,3408161880
2001/10/18,1615.579,6471829,3872794690
2001/10/19,1572.453,11377782,6770308750
2001/10/22,1520.669,8008601,4651355940
2001/10/23,1670.562,37543756,17549061250
2001/10/24,1718.06,33354956,24759982500
2001/10/25,1676.499,14494377,12436051250
2001/10/26,1677.878,9601522,7812440000
2001/10/29,1700.477,9509000,6765477500
2001/10/30,1682.769,10310847,5271434380
2001/10/31,1689.17,7731641,4930860940
2001/11/1,1707.754,9547888,7312840000
2001/11/2,1691.351,9625065,5254941880
2001/11/5,1679.572,8749560,4335850000
2001/11/6,1671.278,6735995,4198029060
2001/11/7,1594.05,11914083,6865674380
2001/11/8,1605.871,9157186,5584953750
2001/11/9,1630.359,9657029,6471715630
2001/11/12,1621.195,6005700,4482608130
2001/11/13,1615.931,5573401,3735970940
